u,v,weight
C3,MASP1,1.0
C3,MASP2,1.0
C3,OLFM4,1.0
C3,PAPPA,1.0
C3,VHL,1.0
C3,VSIG4,1.0
C3AR1,C4B,1.0
C3AR1,SNTA1,1.0
C3orf15,MYCBP,1.0
C3orf15,PRKAR2B,1.0
C3orf17,G3BP2,1.0
C3orf17,SART3,1.0
C3orf17,SP1,1.0
C3orf19,EIF4A3,1.0
C3orf24,MDFI,1.0
C3orf24,PLSCR1,1.0
C3orf26,GSTK1,1.0
C3orf26,HES4,1.0
C3orf26,SART3,1.0
C3orf37,LIG1,1.0
C3orf37,LIG4,1.0
C3orf38,RPLP1,1.0
C3orf39,PLSCR1,1.0
C3orf75,MLH1,1.0
C4A,CST3,1.0
C4A,TAF9,1.0
C4B,CD46,1.0
C4B,CFB,1.0
C4B,CR1,1.0
C4B,CST3,1.0
C4B,EEF1A1,1.0
C4BPA,LRP1,1.0
C4BPA,PROS1,1.0
C4BPB,PROS1,1.0
C4orf14,COL9A2,1.0
C4orf14,DCTPP1,1.0
C4orf14,H1F0,1.0
C4orf14,HSPA8,1.0
C4orf14,MPP3,1.0
C4orf14,NFU1,1.0
C4orf14,PFDN4,1.0
C4orf14,WDR18,1.0
C4orf17,CHD3,1.0
C4orf17,COPS6,1.0
C4orf17,SH3GL3,1.0
C4orf17,TUBA4A,1.0
C4orf27,EIF6,1.0
C4orf27,ITGB3BP,1.0
C4orf27,LACTB2,1.0
C4orf27,SIX1,1.0
C4orf34,LSM4,1.0
C4orf41,HDHD2,1.0
C4orf41,TECPR1,1.0
C4orf41,TP53,1.0
C4orf41,TP63,1.0
C4orf41,TP73,1.0
C4orf41,TRAPPC3,1.0
C4orf43,G3BP1,1.0
C4orf43,IKBKG,1.0
C4orf43,LYAR,1.0
C4orf43,MCC,1.0
C4orf43,PAX8,1.0
C4orf49,EGFR,1.0
C5,C5AR1,1.0
C5,C6,1.0
C5,C7,1.0
C5,C8B,1.0
C5,CPB2,1.0
C5,GPR77,1.0
C5AR1,GNAI2,1.0
C5AR1,GPR77,1.0
C5AR1,HAX1,1.0
C5AR1,RPS19,1.0
C5AR1,WAS,1.0
C5orf13,IGSF21,1.0
C5orf22,ELOF1,1.0
C5orf22,WBP11,1.0
C5orf22,ZNF263,1.0
C5orf25,TUBA4A,1.0
C5orf25,WNK1,1.0
C5orf25,YWHAG,1.0
C5orf25,YWHAZ,1.0
C5orf30,MDFI,1.0
C5orf4,RAD1,1.0
C5orf41,CD2BP2,1.0
C5orf41,PXN,1.0
C5orf42,PAK1,1.0
C5orf42,SUMO1,1.0
C5orf44,GORASP2,1.0
C5orf44,PSMA7,1.0
C5orf44,TRAPPC2L,1.0
C5orf44,TRAPPC3,1.0
C5orf44,TRAPPC8,1.0
C5orf55,TRAF2,1.0
C5orf55,TRIP6,1.0
C6,F2,1.0
C6,FYN,1.0
C6,GRB2,1.0
C6,MGEA5,1.0
C6,NCK1,1.0
C6orf106,GGCT,1.0
C6orf106,PDLIM5,1.0
C6orf106,XAB2,1.0
C6orf108,FTSJ1,1.0
C6orf108,PLAC8,1.0
C6orf125,IKBKE,1.0
C6orf125,VHL,1.0
C6orf15,ST8SIA2,1.0
C6orf15,SV2B,1.0
C6orf15,SYT1,1.0
C6orf165,GFAP,1.0
C6orf165,HNRNPC,1.0
C6orf165,MDFI,1.0
C6orf165,RNF138,1.0
C6orf165,TP73,1.0
C6orf165,UBXN11,1.0
C6orf203,STRAP,1.0
C6orf204,MARK2,1.0
C6orf211,GSTK1,1.0
C6orf211,IKBKE,1.0
C6orf211,MAGEA6,1.0
C6orf211,SAP18,1.0
C6orf25,PTPN11,1.0
C6orf25,PTPN6,1.0
C6orf35,PRKG1,1.0
C6orf47,ENO2,1.0
C6orf47,FGF1,1.0
C6orf47,FGFR3,1.0
C6orf62,NDUFA4L2,1.0
C7,CLU,1.0
C7,PLG,1.0
C7orf16,PRKACA,1.0
C7orf25,FRA10AC1,1.0
C7orf25,FZR1,1.0
C7orf25,HEXDC,1.0
C7orf25,MRPS30,1.0
C7orf25,OPCML,1.0
C7orf25,TUBB2A,1.0
C7orf26,INTS1,1.0
C7orf26,INTS10,1.0
C7orf26,INTS3,1.0
C7orf26,INTS5,1.0
C7orf26,INTS6,1.0
C7orf28B,DEDD,1.0
C7orf28B,FYCO1,1.0
C7orf30,FXR2,1.0
C7orf30,UBE2V2,1.0
C7orf34,CDKN1A,1.0
C7orf34,ELF5,1.0
C7orf34,PBXIP1,1.0
C7orf34,ZBTB48,1.0
C7orf36,CHD3,1.0
C7orf36,KIAA1377,1.0
C7orf36,TPD52L1,1.0
C7orf36,USP53,1.0
C7orf36,VIM,1.0
C7orf42,UBC,1.0
C7orf43,TMEM50A,1.0
C7orf45,TSC22D4,1.0
C7orf50,CCDC85B,1.0
C7orf50,LYAR,1.0
C7orf50,PRNP,1.0
C7orf50,UBC,1.0
C7orf64,CCDC106,1.0
C7orf64,CDK5RAP2,1.0
C7orf64,CDKN2C,1.0
C7orf64,COX17,1.0
C7orf64,ERH,1.0
C7orf64,FXYD6,1.0
C7orf64,GADD45G,1.0
C7orf64,GLYAT,1.0
C7orf64,GSTO1,1.0
C7orf64,HSPB1,1.0
C7orf64,HSPB3,1.0
C7orf64,ID2,1.0
C7orf64,KIAA0182,1.0
C7orf64,MAFG,1.0
C7orf64,MAP7D1,1.0
C7orf64,MLLT3,1.0
C7orf64,MNAT1,1.0
C7orf64,MPHOSPH6,1.0
C7orf64,NUDT21,1.0
C7orf64,PAFAH1B3,1.0
C7orf64,PCDHA4,1.0
C7orf64,PCDHA6,1.0
C7orf64,PNP,1.0
C7orf64,PPP1R8,1.0
C7orf64,PRG2,1.0
C7orf64,PSMD11,1.0
C7orf64,RAB27A,1.0
C7orf64,RFC5,1.0
C7orf64,RPA2,1.0
C7orf64,SAT1,1.0
C7orf64,SERPINB9,1.0
C7orf64,SH3GL3,1.0
C7orf64,SMPD3,1.0
C7orf64,SULT1E1,1.0
C7orf64,TAF9,1.0
C7orf64,TK1,1.0
C7orf64,TNFSF10,1.0
C7orf64,TRDMT1,1.0
C7orf64,TRIB3,1.0
C7orf64,VIM,1.0
C7orf64,WDR33,1.0
C7orf64,ZNF24,1.0
C8A,C8B,1.0
C8A,C8G,1.0
C8A,C9,1.0
C8A,CD59,1.0
C8B,CLU,1.0
C8G,SH3GL2,1.0
C8orf33,GIT1,1.0
C8orf33,GPRASP1,1.0
C8orf33,HAP1,1.0
C8orf33,MDFI,1.0
C8orf33,VOPP1,1.0
C8orf44-SGK3,GSK3A,1.0
C8orf44-SGK3,GSK3B,1.0
C8orf44-SGK3,ITCH,1.0
C8orf44-SGK3,PDK1,1.0
C8orf44-SGK3,SLC9A3R2,1.0
C8orf48,CCDC85B,1.0
C8orf48,MDFI,1.0
C8orf48,SQSTM1,1.0
C9,CD59,1.0
C9,CLU,1.0
C9orf100,DVL2,1.0
C9orf100,HAX1,1.0
C9orf100,RBPMS,1.0
C9orf156,STAC,1.0
C9orf16,KRT20,1.0
C9orf16,THAP11,1.0
C9orf163,LRRK1,1.0
C9orf163,VDAC1,1.0
C9orf23,SGTB,1.0
C9orf23,TMEM203,1.0
C9orf24,SHBG,1.0
C9orf24,TSC22D4,1.0
C9orf25,PDE6D,1.0
C9orf25,POLA2,1.0
C9orf25,WWC1,1.0
C9orf41,CDT1,1.0
C9orf41,DLST,1.0
C9orf41,DOHH,1.0
C9orf41,GTF2F2,1.0
C9orf41,KCNA1,1.0
C9orf41,PAN3,1.0
C9orf41,PIGT,1.0
C9orf41,PLK2,1.0
C9orf41,UTP23,1.0
C9orf46,SAT1,1.0
C9orf46,XRCC6,1.0
C9orf78,FCHSD2,1.0
C9orf78,RNASEH2B,1.0
C9orf78,SUPT5H,1.0
C9orf78,TRAF6,1.0
C9orf78,TRUB2,1.0
C9orf82,KAT7,1.0
C9orf82,PTN,1.0
C9orf82,XRCC4,1.0
C9orf86,CALCOCO2,1.0
C9orf86,MDFI,1.0
C9orf86,RBPMS,1.0
C9orf86,SPINK7,1.0
C9orf9,DDX24,1.0
C9orf9,SEPHS1,1.0
C9orf95,DIS3,1.0
C9orf95,DPP9,1.0
CA10,FAU,1.0
CA11,MDM2,1.0
CA11,RIPK1,1.0
CA11,TP53,1.0
CA12,CUX1,1.0
CA12,LGALS7B,1.0
CA12,MRPL9,1.0
CA12,SGSM2,1.0
CA12,TOE1,1.0
CA2,DYNLL1,1.0
CA2,HSPD1,1.0
CA2,NONO,1.0
CA2,PCNA,1.0
CA2,PTCHD2,1.0
CA2,SLC26A6,1.0
CA2,SLC4A1,1.0
CA2,SLC4A2,1.0
CA2,SLC4A3,1.0
CA2,SLC4A4,1.0
CA2,SLC4A8,1.0
CA2,SLC9A1,1.0
CA2,UBC,1.0
CA2,USP42,1.0
CA4,SLC4A1,1.0
CA4,SLC4A3,1.0
CA6,FCGRT,1.0
CA6,HNRNPC,1.0
CA6,KCTD17,1.0
CA6,MDFI,1.0
CA6,PLSCR1,1.0
CA8,ITPR1,1.0
CA8,LRCH4,1.0
CA8,SAP25,1.0
CA9,CDH1,1.0
CA9,CTNNA1,1.0
CA9,CTNNB1,1.0
CAB39,CUL2,1.0
CAB39,DNAJA3,1.0
CAB39,EBLN2,1.0
CAB39,LOC100653323,1.0
CAB39,MOB4,1.0
CAB39,RAD51,1.0
CAB39,STK11,1.0
CAB39,STK24,1.0
CAB39,STRADA,1.0
CAB39,STRADB,1.0
CAB39,TIMM13,1.0
CAB39,VHL,1.0
CAB39L,MLH1,1.0
CAB39L,STK11,1.0
CABIN1,CALM3,1.0
CABIN1,CAMK4,1.0
CABIN1,DNM1,1.0
CABIN1,H3F3B,1.0
CABIN1,HDAC1,1.0
CABIN1,HDAC2,1.0
CABIN1,HIRA,1.0
CABIN1,MEF2B,1.0
CABIN1,MEF2BNB-MEF2B,1.0
CABIN1,MEF2D,1.0
CABIN1,PPP3CA,1.0
CABIN1,PPP3CB,1.0
CABIN1,PPP3CC,1.0
CABIN1,SH3GL2,1.0
CABIN1,SIN3A,1.0
CABIN1,SUV39H1,1.0
CABIN1,YWHAQ,1.0
CABLES1,CCNA1,1.0
CABLES1,CCNE1,1.0
CABLES1,CDK2,1.0
CABLES1,CDK3,1.0
CABLES1,CDK5,1.0
CABLES1,CUL2,1.0
CABLES1,MAD2L2,1.0
CABLES1,NUDT6,1.0
CABLES1,TDRD7,1.0
CABLES1,TP53,1.0
CABLES1,TP73,1.0
CABLES1,TTK,1.0
CABLES2,CDK3,1.0
CABLES2,CDK5,1.0
CABLES2,TP53,1.0
CABP1,CACNA1A,1.0
CABP1,CACNA1C,1.0
CABP1,CSNK2A2,1.0
CABP1,FOS,1.0
CABP1,GRK5,1.0
CABP1,ITPR1,1.0
CABP1,ITPR3,1.0
CABP1,NMT1,1.0
CABP1,PPP3R1,1.0
CABP1,SP1,1.0
CABP2,CAMK2G,1.0
CABP2,NMT1,1.0
CABP2,PPP3R1,1.0
CABP4,CACNA1F,1.0
CABP5,PPP3R1,1.0
CACHD1,KIAA0240,1.0
CACHD1,PEBP1,1.0
CACHD1,RANBP10,1.0
CACHD1,XAB2,1.0
CACHD1,ZMIZ1,1.0
CACNA1A,CACNB4,1.0
CACNA1A,KDM5B,1.0
CACNA1A,SYT1,1.0
CACNA1B,CACNB3,1.0
CACNA1B,CASK,1.0
CACNA1B,GNAO1,1.0
CACNA1B,GNB1,1.0
CACNA1B,MRFAP1,1.0
CACNA1B,PDLIM5,1.0
CACNA1B,PPM1A,1.0
CACNA1B,PRKCE,1.0
CACNA1B,RGS12,1.0
CACNA1B,RXRB,1.0
CACNA1C,CACNB1,1.0
CACNA1C,CACNB2,1.0
CACNA1C,CACNB3,1.0
CACNA1C,CALM3,1.0
CACNA1C,DYNLT1,1.0
CACNA1C,GNB1,1.0
CACNA1C,HDAC4,1.0
CACNA1C,PCBD1,1.0
CACNA1C,PPM1A,1.0
CACNA1C,PRKACA,1.0
CACNA1C,RYR2,1.0
CACNA1C,SRI,1.0
CACNA1D,CALB1,1.0
CACNA1D,FGFR2,1.0
CACNA1D,STX1A,1.0
CACNA1E,EFHC1,1.0
CACNA1F,FYN,1.0
CACNA1G,UBQLN4,1.0
CACNA1H,GNG2,1.0
CACNA1H,KCNMA1,1.0
CACNA1H,KDM5B,1.0
CACNA1I,CATSPER1,1.0
CACNA1I,CATSPER2,1.0
CACNA1S,RIMS2,1.0
CACNA1S,RYR1,1.0
CACNA1S,SRI,1.0
CACNA2D3,RAD51C,1.0
CACNB1,GEM,1.0
CACNB1,REM1,1.0
CACNB2,PRKACA,1.0
CACNB2,REM1,1.0
CACNB3,FASLG,1.0
CACNB3,SYT1,1.0
CACNB4,FASLG,1.0
CACNB4,MAP1A,1.0
CACNB4,MED31,1.0
CACNB4,PTN,1.0
CACNB4,SYT1,1.0
CACNB4,TBL3,1.0
CACNB4,TRO,1.0
CACNG2,DLG1,1.0
CACNG2,DLG4,1.0
CACNG2,GRIA1,1.0
CACNG2,GRIA2,1.0
CACNG2,GRIA4,1.0
CACNG2,INADL,1.0
CACNG2,PRKACA,1.0
CACYBP,CNOT8,1.0
CACYBP,CTNNB1,1.0
CACYBP,EIF1B,1.0
CACYBP,EIF6,1.0
CACYBP,EPB41,1.0
CACYBP,FOS,1.0
CACYBP,FTSJ1,1.0
CACYBP,GH1,1.0
CACYBP,IKBKE,1.0
CACYBP,MAPK13,1.0
CACYBP,MCC,1.0
CACYBP,MPG,1.0
CACYBP,NME2,1.0
CACYBP,OTUD5,1.0
CACYBP,PRKAB1,1.0
CACYBP,RAC3,1.0
CACYBP,S100B,1.0
CACYBP,SIAH1,1.0
CACYBP,SIAH2,1.0
CACYBP,SKP1,1.0
CACYBP,STK3,1.0
CACYBP,TBL1X,1.0
CACYBP,TFE3,1.0
CACYBP,TNIK,1.0
CACYBP,TRAF6,1.0
CACYBP,UBC,1.0
CACYBP,USP13,1.0
CACYBP,ZRANB1,1.0
CAD,CARKD,1.0
CAD,CASP3,1.0
CAD,CDC37,1.0
CAD,CNDP2,1.0
CAD,CYB5R1,1.0
CAD,CYB5R2,1.0
CAD,FAM58A,1.0
CAD,HAGH,1.0
CAD,IARS,1.0
CAD,IARS2,1.0
CAD,IKBKG,1.0
CAD,MAP3K1,1.0
CAD,MAP3K14,1.0
CAD,MAP3K3,1.0
CAD,MAP3K7,1.0
CAD,NEDD4,1.0
CAD,NFKB1,1.0
CAD,NFKB2,1.0
CAD,NFKBIE,1.0
CAD,NUDT6,1.0
CAD,ODC1,1.0
CAD,PM20D1,1.0
CAD,PPP2R2B,1.0
CAD,PRKACA,1.0
CAD,RECQL4,1.0
CAD,RELA,1.0
CAD,RELB,1.0
CAD,RICTOR,1.0
CAD,RIPK1,1.0
CAD,RIPK3,1.0
CAD,SMAD2,1.0
CAD,SUMO2,1.0
CAD,TAB2,1.0
CAD,TNFRSF1A,1.0
CAD,TNFRSF1B,1.0
CAD,TRADD,1.0
CAD,TRAF2,1.0
CAD,TRAPPC3,1.0
CAD,UBC,1.0
CAD,UMPS,1.0
CAD,YWHAG,1.0
CAD,YWHAZ,1.0
CADM1,CASK,1.0
CADM1,EPB41L3,1.0
CADM1,MPP3,1.0
CADM1,SDCBP,1.0
CADPS,DRD2,1.0
CADPS,KIAA1549,1.0
CADPS,LUC7L2,1.0
CADPS,PIP5K1A,1.0
CADPS2,DRD2,1.0
CADPS2,MEGF10,1.0
CADPS2,UBE2D1,1.0
CADPS2,UBE2D2,1.0
CADPS2,UBE2D3,1.0
CADPS2,UBE2D4,1.0
CADPS2,UBE2E1,1.0
CADPS2,UBE2E3,1.0
CADPS2,UBE2N,1.0
CADPS2,UBE2U,1.0
CADPS2,UBE2W,1.0
CALB1,IKBKG,1.0
CALB1,IMPA1,1.0
CALB1,RANBP9,1.0
CALB1,TRPV5,1.0
CALB1,TRPV6,1.0
CALB2,KRT1,1.0
CALB2,TUBA4A,1.0
CALCA,CALCR,1.0
CALCA,CALCRL,1.0
CALCA,NRD1,1.0
CALCA,RAMP1,1.0
CALCA,RAMP2,1.0
CALCOCO1,CRYBA2,1.0
CALCOCO1,CTNNBL1,1.0
CALCOCO1,CYTH3,1.0
CALCOCO1,EP300,1.0
CALCOCO1,FOSL1,1.0
CALCOCO1,HIST1H3F,1.0
CALCOCO1,HIST2H4B,1.0
CALCOCO1,IPP,1.0
CALCOCO1,KRT15,1.0
CALCOCO1,NDC80,1.0
CALCOCO1,PCBD1,1.0
CALCOCO1,SH3GL3,1.0
CALCOCO1,TBC1D17,1.0
CALCOCO2,CCDC33,1.0
CALCOCO2,CPNE7,1.0
CALCOCO2,DAXX,1.0
CALCOCO2,DAZAP2,1.0
CALCOCO2,DBNDD2,1.0
CALCOCO2,DKFZp761E198,1.0
CALCOCO2,EBI3,1.0
CALCOCO2,FAM107A,1.0
CALCOCO2,FAM164C,1.0
CALCOCO2,FASTK,1.0
CALCOCO2,FBF1,1.0
CALCOCO2,FBXL18,1.0
CALCOCO2,FXR2,1.0
CALCOCO2,GABARAPL1,1.0
CALCOCO2,GABARAPL2,1.0
CALCOCO2,GEMIN4,1.0
CALCOCO2,IKBKE,1.0
CALCOCO2,KAT7,1.0
CALCOCO2,KIAA1267,1.0
CALCOCO2,LGALS8,1.0
CALCOCO2,LNX1,1.0
CALCOCO2,LSM4,1.0
CALCOCO2,MAP1LC3A,1.0
CALCOCO2,MCM10,1.0
CALCOCO2,PCGF1,1.0
CALCOCO2,PEF1,1.0
CALCOCO2,PIAS4,1.0
CALCOCO2,POLI,1.0
CALCOCO2,PSMA1,1.0
CALCOCO2,PTBP1,1.0
CALCOCO2,PTBP2,1.0
CALCOCO2,RHPN1,1.0
CALCOCO2,RNF11,1.0
CALCOCO2,SHC1,1.0
CALCOCO2,SMARCD1,1.0
CALCOCO2,SRI,1.0
CALCOCO2,TAX1BP1,1.0
CALCOCO2,TBK1,1.0
CALCOCO2,TBKBP1,1.0
CALCOCO2,TCEB3B,1.0
CALCOCO2,TCL1A,1.0
CALCOCO2,TP53RK,1.0
CALCOCO2,TRAF2,1.0
CALCOCO2,TRAF4,1.0
CALCOCO2,UBC,1.0
CALCOCO2,VPS72,1.0
CALCOCO2,ZNF101,1.0
CALCOCO2,ZNF205,1.0
CALCOCO2,ZNF408,1.0
CALCOCO2,ZNF426,1.0
CALCOCO2,ZNF451,1.0
CALCOCO2,ZNF638,1.0
CALCR,CALM3,1.0
CALCR,GPRASP1,1.0
CALCR,LRP1,1.0
CALCR,MBL2,1.0
CALCR,RAMP1,1.0
CALCR,RAMP3,1.0
CALCR,THBS1,1.0
CALCR,TOPBP1,1.0
CALCR,TSHR,1.0
CALCRL,CRCP,1.0
CALCRL,RAMP1,1.0
CALCRL,RAMP2,1.0
CALCRL,RAMP3,1.0
CALD1,CALM3,1.0
CALD1,CDK1,1.0
CALD1,GRB2,1.0
CALD1,POT1,1.0
CALD1,SHC1,1.0
CALD1,TERF2,1.0
CALHM2,PLSCR1,1.0
CALM3,CAMK1,1.0
CALM3,CAMK1D,1.0
CALM3,CAMK2A,1.0
CALM3,CAMK2G,1.0
CALM3,CAMKK1,1.0
CALM3,CAMKK2,1.0
CALM3,CARHSP1,1.0
CALM3,CCNA2,1.0
CALM3,CCND1,1.0
CALM3,CCNE1,1.0
CALM3,CCP110,1.0
CALM3,CFL1,1.0
CALM3,CHUK,1.0
CALM3,CLTB,1.0
CALM3,CNGA2,1.0
CALM3,CNN1,1.0
CALM3,CRHR1,1.0
CALM3,CSNK2A2,1.0
CALM3,CTR9,1.0
CALM3,DAPK1,1.0
CALM3,DCTN2,1.0
CALM3,DDX5,1.0
CALM3,DLG1,1.0
CALM3,DRD2,1.0
CALM3,EDF1,1.0
CALM3,EEF1D,1.0
CALM3,EEF1G,1.0
CALM3,EGFR,1.0
CALM3,EIF1B,1.0
CALM3,EIF5A,1.0
CALM3,EPHA3,1.0
CALM3,ESR1,1.0
CALM3,ESR2,1.0
CALM3,ESRRG,1.0
CALM3,EWSR1,1.0
CALM3,EXOSC4,1.0
CALM3,EXOSC5,1.0
CALM3,FAS,1.0
CALM3,FKBP8,1.0
CALM3,GAP43,1.0
CALM3,GCN1L1,1.0
CALM3,GH1,1.0
CALM3,GJB1,1.0
CALM3,GLP1R,1.0
CALM3,GLP2R,1.0
CALM3,GP6,1.0
CALM3,GRB7,1.0
CALM3,GRIN1,1.0
CALM3,GRK1,1.0
CALM3,GRK4,1.0
CALM3,GRK5,1.0
CALM3,GRM3,1.0
CALM3,GRM4,1.0
CALM3,GRM5,1.0
CALM3,GRM7,1.0
CALM3,H2AFX,1.0
CALM3,HMMR,1.0
CALM3,HNF1A,1.0
CALM3,HSP90AA1,1.0
CALM3,HTR2C,1.0
CALM3,IARS,1.0
CALM3,IDH3G,1.0
CALM3,IKBKB,1.0
CALM3,IKBKE,1.0
CALM3,IKBKG,1.0
CALM3,IL7R,1.0
CALM3,INSR,1.0
CALM3,IPO7,1.0
CALM3,IQCB1,1.0
CALM3,IQGAP1,1.0
CALM3,IQGAP2,1.0
CALM3,IST1,1.0
CALM3,ITPKA,1.0
CALM3,ITPKB,1.0
CALM3,JOSD1,1.0
CALM3,KCNH1,1.0
CALM3,KCNN2,1.0
CALM3,KCNN4,1.0
CALM3,KCNQ2,1.0
CALM3,KCNQ3,1.0
CALM3,KCNQ5,1.0
CALM3,KIAA0408,1.0
CALM3,KIAA1683,1.0
CALM3,KRAS,1.0
CALM3,LTF,1.0
CALM3,LYST,1.0
CALM3,MAP3K1,1.0
CALM3,MAP3K14,1.0
CALM3,MAP3K3,1.0
CALM3,MAP3K7,1.0
CALM3,MAP3K8,1.0
CALM3,MAPT,1.0
CALM3,MARCKS,1.0
CALM3,MAT1A,1.0
CALM3,MED10,1.0
CALM3,MINK1,1.0
CALM3,MIP,1.0
CALM3,MRPL20,1.0
CALM3,MYF5,1.0
CALM3,MYF6,1.0
CALM3,MYLK,1.0
CALM3,MYO10,1.0
CALM3,MYO1E,1.0
CALM3,MYO5A,1.0
CALM3,MYO6,1.0
CALM3,MYO7A,1.0
CALM3,MYO9B,1.0
CALM3,MYOD1,1.0
CALM3,MYOG,1.0
CALM3,NDUFAF1,1.0
CALM3,NEUROD1,1.0
CALM3,NFKB1,1.0
CALM3,NFKB2,1.0
CALM3,NFKBIA,1.0
CALM3,NFKBIB,1.0
CALM3,NFKBIE,1.0
CALM3,NIP7,1.0
CALM3,NME2,1.0
CALM3,NOS2,1.0
CALM3,NOS3,1.0
CALM3,NR3C1,1.0
CALM3,NRGN,1.0
CALM3,OBSCN,1.0
CALM3,OPRM1,1.0
CALM3,PCNT,1.0
CALM3,PCP4,1.0
CALM3,PDE1A,1.0
CALM3,PDHA1,1.0
CALM3,PGM1,1.0
CALM3,PHKG1,1.0
CALM3,PIK3C3,1.0
CALM3,PINX1,1.0
CALM3,PLCB3,1.0
CALM3,PLCD1,1.0
CALM3,PON2,1.0
CALM3,PPA1,1.0
CALM3,PPEF1,1.0
CALM3,PPEF2,1.0
CALM3,PPIF,1.0
CALM3,PPP2R2B,1.0
CALM3,PPP3CA,1.0
CALM3,PPP3CB,1.0
CALM3,PPP3R1,1.0
CALM3,PPYR1,1.0
CALM3,PSMD6,1.0
CALM3,PTH1R,1.0
CALM3,PTH2R,1.0
CALM3,PTPRA,1.0
CALM3,RAB3B,1.0
CALM3,RALA,1.0
CALM3,RALB,1.0
CALM3,RCHY1,1.0
CALM3,REL,1.0
CALM3,RELA,1.0
CALM3,RELB,1.0
CALM3,RFC5,1.0
CALM3,RGS10,1.0
CALM3,RGS2,1.0
CALM3,RGS4,1.0
CALM3,RIOK3,1.0
CALM3,RIPK2,1.0
CALM3,RIPK3,1.0
CALM3,RIT2,1.0
CALM3,ROGDI,1.0
CALM3,RRAD,1.0
CALM3,RYR1,1.0
CALM3,SCHIP1,1.0
CALM3,SCN4A,1.0
CALM3,SCN5A,1.0
CALM3,SCN9A,1.0
CALM3,SCTR,1.0
CALM3,SLC9A1,1.0
CALM3,SLX1A,1.0
CALM3,SMAD2,1.0
CALM3,SNCA,1.0
CALM3,SNTA1,1.0
CALM3,SOD1,1.0
CALM3,SP100,1.0
CALM3,STRN,1.0
CALM3,STRN3,1.0
CALM3,STRN4,1.0
CALM3,SYT1,1.0
CALM3,TAB1,1.0
CALM3,TAB2,1.0
CALM3,TANK,1.0
CALM3,TBK1,1.0
CALM3,TCEA1,1.0
CALM3,TCF3,1.0
CALM3,TCF4,1.0
CALM3,TFCP2,1.0
CALM3,TNF,1.0
CALM3,TNFRSF1A,1.0
CALM3,TNFRSF1B,1.0
CALM3,TNIK,1.0
CALM3,TNNI2,1.0
CALM3,TRADD,1.0
CALM3,TRAF2,1.0
CALM3,TRAF6,1.0
CALM3,TRPC3,1.0
CALM3,TRPV1,1.0
CALM3,TRPV4,1.0
CALM3,TRPV6,1.0
CALM3,TSC2,1.0
CALM3,UBA1,1.0
CALM3,UBE3B,1.0
CALM3,UBE3C,1.0
CALM3,USP20,1.0
CALM3,USP6,1.0
CALM3,VARS,1.0
CALM3,VHL,1.0
CALM3,VIPR1,1.0
CALM3,VPS13A,1.0
CALM3,YWHAE,1.0
CALM3,YWHAZ,1.0
CALML3,KIAA1683,1.0
CALML3,MYO10,1.0
CALML3,SLX4,1.0
CALML3,USP1,1.0
CALML3,USP15,1.0
CALML5,MAGED1,1.0
CALML5,PPP4C,1.0
CALML5,SLX4,1.0
CALML5,TGM3,1.0
CALML5,UBC,1.0
CALML5,USF2,1.0
CALML5,USP1,1.0
CALML5,VCL,1.0
CALML5,YWHAQ,1.0
CALR,CANX,1.0
CALR,CD1D,1.0
CALR,CD40,1.0
CALR,CD93,1.0
CALR,CDC23,1.0
CALR,EIF1B,1.0
CALR,ELF3,1.0
CALR,EPB41,1.0
CALR,F5,1.0
CALR,F8,1.0
CALR,FBN1,1.0
CALR,FGB,1.0
CALR,H2AFX,1.0
CALR,HLA-E,1.0
CALR,HLA-F,1.0
CALR,HSPA8,1.0
CALR,IL7R,1.0
CALR,ITGA2B,1.0
CALR,ITGA3,1.0
CALR,KCTD5,1.0
CALR,LCK,1.0
CALR,LOC100507703,1.0
CALR,LPL,1.0
CALR,LRP1,1.0
CALR,MBL2,1.0
CALR,MDFI,1.0
CALR,MTNR1A,1.0
CALR,NKX2-1,1.0
CALR,NR3C1,1.0
CALR,PAK2,1.0
CALR,PDIA2,1.0
CALR,PDIA3,1.0
CALR,PLAT,1.0
CALR,PLP1,1.0
CALR,PRF1,1.0
CALR,PRKCSH,1.0
CALR,RAD1,1.0
CALR,RAN,1.0
CALR,RPS10,1.0
CALR,SCARF1,1.0
CALR,SEC14L2,1.0
CALR,SLC2A1,1.0
CALR,SLC6A4,1.0
CALR,SUMO4,1.0
CALR,TAP1,1.0
CALR,TAPBP,1.0
CALR,TF,1.0
CALR,THBS1,1.0
CALR,TNFRSF10D,1.0
CALR,TRAF6,1.0
CALR,TSHR,1.0
CALR,UBE2A,1.0
CALR,VWF,1.0
CALR,WDR74,1.0
CALR,YWHAZ,1.0
CALR3,SRRM2,1.0
CALU,PLCB2,1.0
CALY,DRD1,1.0
CAMK1,CAMKK1,1.0
CAMK1,CAMKK2,1.0
CAMK1,GAPDH,1.0
CAMK1,HDAC4,1.0
CAMK1,HDAC5,1.0
CAMK1,HDAC9,1.0
CAMK1,NOS1,1.0
CAMK1,SYN1,1.0
CAMK2A,CAMK2B,1.0
CAMK2A,CAMK2D,1.0
CAMK2A,CAMLG,1.0
CAMK2A,CDK5R1,1.0
CAMK2A,CHMP5,1.0
CAMK2A,CPSF6,1.0
CAMK2A,CREB1,1.0
CAMK2A,DAPK2,1.0
CAMK2A,DLG1,1.0
CAMK2A,DLG3,1.0
