u,v,weight
GOSR2,CD59,1.0
GOSR2,DYNC1I2,1.0
GOSR2,INS,1.0
GOSR2,NSF,1.0
GOSR2,KDELR3,1.0
GOSR2,RAB1A,1.0
GOSR2,COG6,1.0
GOSR2,CAPZB,1.0
GOSR2,COPG2,1.0
GOSR2,TMED7,1.0
GOSR2,DCTN2,1.0
GOSR2,DCTN4,1.0
GOSR2,GOLGA2,1.0
GOSR2,ARF1,1.0
GOSR2,USO1,1.0
GOSR2,COPZ1,1.0
GOSR2,SPTB,1.0
GOSR2,DYNLL2,1.0
GOSR2,COPZ2,1.0
GOSR2,NAPB,1.0
GOSR2,BNIP1,1.0
GOSR2,STX18,1.0
GOSR2,SEC22B,1.0
GOSR2,SEC24D,1.0
GOSR2,SEC23A,1.0
GOSR2,SEC24C,1.0
GOSR2,SEC13,1.0
GOSR2,SEC31A,1.0
GOSR2,SEC24A,1.0
GOSR2,SEC24B,1.0
GOSR2,CLTA,1.0
GOSR2,CLTB,1.0
GOSR2,TRAPPC6A,1.0
GOSR2,CNIH1,1.0
GOSR2,CTSZ,1.0
GOSR2,CTSC,1.0
GOSR2,TFG,1.0
GOSR2,LMAN1,1.0
GOSR2,STX17,1.0
GOSR2,SEC22C,1.0
GOSR2,CNIH3,1.0
GOSR2,TRAPPC10,1.0
GOSR2,TGFA,1.0
GOSR2,TRAPPC2L,1.0
GOSR2,TRAPPC1,1.0
GOSR2,LMAN2,1.0
